    Raman shift    inc freq                      X                               Y                                Z
                                            Real       Imag                 Real       Imag                 Real       Imag
                                   -0.100415E-13  -0.411698E-15      0.429638E-13   0.170492E-14      0.875914E-03   0.504647E-04

      0.00000    35448.04830        0.201719E+01   0.810610E-01     -0.931503E+01  -0.374326E+00     -0.100826E-13  -0.416042E-15

                                   -0.931503E+01  -0.374326E+00      0.430153E+02   0.172858E+01      0.431343E-13   0.172215E-14

                                   -0.100826E-13  -0.416042E-15      0.431343E-13   0.172215E-14      0.880941E-03   0.511905E-04

      0.00000    35488.37600        0.202529E+01   0.818917E-01     -0.935246E+01  -0.378162E+00     -0.101242E-13  -0.420456E-15

                                   -0.935246E+01  -0.378162E+00      0.431881E+02   0.174629E+01      0.433066E-13   0.173964E-14

                                   -0.101242E-13  -0.420456E-15      0.433066E-13   0.173964E-14      0.886040E-03   0.519330E-04

      0.00000    35528.70370        0.203348E+01   0.827349E-01     -0.939028E+01  -0.382056E+00     -0.101663E-13  -0.424939E-15

                                   -0.939028E+01  -0.382056E+00      0.433627E+02   0.176427E+01      0.434805E-13   0.175739E-14

                                   -0.101663E-13  -0.424939E-15      0.434805E-13   0.175739E-14      0.891213E-03   0.526926E-04

      0.00000    35569.03140        0.204175E+01   0.835908E-01     -0.942848E+01  -0.386008E+00     -0.102087E-13  -0.429495E-15

                                   -0.942848E+01  -0.386008E+00      0.435392E+02   0.178252E+01      0.436563E-13   0.177541E-14

                                   -0.102087E-13  -0.429495E-15      0.436563E-13   0.177541E-14      0.896460E-03   0.534699E-04

      0.00000    35609.35910        0.205011E+01   0.844598E-01     -0.946708E+01  -0.390021E+00     -0.102517E-13  -0.434125E-15

                                   -0.946708E+01  -0.390021E+00      0.437174E+02   0.180105E+01      0.438338E-13   0.179370E-14

                                   -0.102517E-13  -0.434125E-15      0.438338E-13   0.179370E-14      0.901784E-03   0.542657E-04

      0.00000    35649.68680        0.205856E+01   0.853421E-01     -0.950608E+01  -0.394096E+00     -0.102951E-13  -0.438831E-15

                                   -0.950608E+01  -0.394096E+00      0.438975E+02   0.181987E+01      0.440132E-13   0.181226E-14

                                   -0.102951E-13  -0.438831E-15      0.440132E-13   0.181226E-14      0.907186E-03   0.550804E-04

      0.00000    35690.01450        0.206709E+01   0.862381E-01     -0.954548E+01  -0.398233E+00     -0.103389E-13  -0.443614E-15

                                   -0.954548E+01  -0.398233E+00      0.440794E+02   0.183897E+01      0.441944E-13   0.183111E-14

                                   -0.103389E-13  -0.443614E-15      0.441944E-13   0.183111E-14      0.912668E-03   0.559147E-04

      0.00000    35730.34220        0.207571E+01   0.871480E-01     -0.958530E+01  -0.402435E+00     -0.103833E-13  -0.448478E-15

                                   -0.958530E+01  -0.402435E+00      0.442633E+02   0.185838E+01      0.443776E-13   0.185024E-14

                                   -0.103833E-13  -0.448478E-15      0.443776E-13   0.185024E-14      0.918233E-03   0.567693E-04

      0.00000    35770.66990        0.208443E+01   0.880721E-01     -0.962553E+01  -0.406702E+00     -0.104281E-13  -0.453421E-15

                                   -0.962553E+01  -0.406702E+00      0.444491E+02   0.187808E+01      0.445626E-13   0.186967E-14

                                   -0.104281E-13  -0.453421E-15      0.445626E-13   0.186967E-14      0.923881E-03   0.576450E-04

      0.00000    35810.99760        0.209323E+01   0.890107E-01     -0.966619E+01  -0.411037E+00     -0.104734E-13  -0.458448E-15

                                   -0.966619E+01  -0.411037E+00      0.446369E+02   0.189810E+01      0.447495E-13   0.188939E-14

                                   -0.104734E-13  -0.458448E-15      0.447495E-13   0.188939E-14      0.929616E-03   0.585425E-04

      0.00000    35851.32530        0.210213E+01   0.899642E-01     -0.970728E+01  -0.415440E+00     -0.105192E-13  -0.463562E-15

                                   -0.970728E+01  -0.415440E+00      0.448266E+02   0.191843E+01      0.449384E-13   0.190942E-14

                                   -0.105192E-13  -0.463562E-15      0.449384E-13   0.190942E-14      0.935438E-03   0.594625E-04

      0.00000    35891.65300        0.211112E+01   0.909329E-01     -0.974881E+01  -0.419913E+00     -0.105655E-13  -0.468761E-15

                                   -0.974881E+01  -0.419913E+00      0.450184E+02   0.193909E+01      0.451293E-13   0.192977E-14

                                   -0.105655E-13  -0.468761E-15      0.451293E-13   0.192977E-14      0.941351E-03   0.604059E-04

      0.00000    35931.98070        0.212021E+01   0.919172E-01     -0.979079E+01  -0.424458E+00     -0.106124E-13  -0.474051E-15

                                   -0.979079E+01  -0.424458E+00      0.452122E+02   0.196008E+01      0.453222E-13   0.195043E-14

                                   -0.106124E-13  -0.474051E-15      0.453222E-13   0.195043E-14      0.947357E-03   0.613736E-04

      0.00000    35972.30840        0.212940E+01   0.929173E-01     -0.983321E+01  -0.429077E+00     -0.106597E-13  -0.479433E-15

                                   -0.983321E+01  -0.429077E+00      0.454081E+02   0.198140E+01      0.455172E-13   0.197143E-14

                                   -0.106597E-13  -0.479433E-15      0.455172E-13   0.197143E-14      0.953457E-03   0.623664E-04

      0.00000    36012.63610        0.213869E+01   0.939337E-01     -0.987610E+01  -0.433770E+00     -0.107076E-13  -0.484909E-15

                                   -0.987610E+01  -0.433770E+00      0.456062E+02   0.200308E+01      0.457143E-13   0.199275E-14

                                   -0.107076E-13  -0.484909E-15      0.457143E-13   0.199275E-14      0.959655E-03   0.633853E-04

      0.00000    36052.96380        0.214808E+01   0.949667E-01     -0.991946E+01  -0.438541E+00     -0.107560E-13  -0.490482E-15

                                   -0.991946E+01  -0.438541E+00      0.458064E+02   0.202511E+01      0.459135E-13   0.201442E-14

                                   -0.107560E-13  -0.490482E-15      0.459135E-13   0.201442E-14      0.965952E-03   0.644312E-04

      0.00000    36093.29150        0.215757E+01   0.960168E-01     -0.996329E+01  -0.443390E+00     -0.108050E-13  -0.496154E-15

                                   -0.996329E+01  -0.443390E+00      0.460088E+02   0.204750E+01      0.461149E-13   0.203643E-14

                                   -0.108050E-13  -0.496154E-15      0.461149E-13   0.203643E-14      0.972352E-03   0.655053E-04

      0.00000    36133.61920        0.216716E+01   0.970842E-01     -0.100076E+02  -0.448319E+00     -0.108546E-13  -0.501929E-15

                                   -0.100076E+02  -0.448319E+00      0.462134E+02   0.207026E+01      0.463183E-13   0.205881E-14

                                   -0.108546E-13  -0.501929E-15      0.463183E-13   0.205881E-14      0.978857E-03   0.666086E-04

      0.00000    36173.94690        0.217687E+01   0.981695E-01     -0.100524E+02  -0.453331E+00     -0.109048E-13  -0.507807E-15

                                   -0.100524E+02  -0.453331E+00      0.464203E+02   0.209341E+01      0.465241E-13   0.208155E-14

                                   -0.109048E-13  -0.507807E-15      0.465241E-13   0.208155E-14      0.985470E-03   0.677423E-04

      0.00000    36214.27460        0.218668E+01   0.992731E-01     -0.100977E+02  -0.458426E+00     -0.109555E-13  -0.513793E-15

                                   -0.100977E+02  -0.458426E+00      0.466295E+02   0.211694E+01      0.467322E-13   0.210465E-14

                                   -0.109555E-13  -0.513793E-15      0.467322E-13   0.210465E-14      0.992193E-03   0.689076E-04

      0.00000    36254.60230        0.219660E+01   0.100395E+00     -0.101435E+02  -0.463609E+00     -0.110068E-13  -0.519890E-15

                                   -0.101435E+02  -0.463609E+00      0.468411E+02   0.214087E+01      0.469425E-13   0.212815E-14

                                   -0.110068E-13  -0.519890E-15      0.469425E-13   0.212815E-14      0.999030E-03   0.701057E-04

      0.00000    36294.93000        0.220663E+01   0.101537E+00     -0.101898E+02  -0.468879E+00     -0.110587E-13  -0.526100E-15

                                   -0.101898E+02  -0.468879E+00      0.470550E+02   0.216521E+01      0.471552E-13   0.215204E-14

                                   -0.110587E-13  -0.526100E-15      0.471552E-13   0.215204E-14      0.100598E-02   0.713380E-04

      0.00000    36335.25770        0.221677E+01   0.102698E+00     -0.102367E+02  -0.474240E+00     -0.111111E-13  -0.532427E-15

                                   -0.102367E+02  -0.474240E+00      0.472713E+02   0.218996E+01      0.473703E-13   0.217632E-14

                                   -0.111111E-13  -0.532427E-15      0.473703E-13   0.217632E-14      0.101306E-02   0.726060E-04

      0.00000    36375.58540        0.222703E+01   0.103879E+00     -0.102841E+02  -0.479694E+00     -0.111644E-13  -0.538873E-15

                                   -0.102841E+02  -0.479694E+00      0.474901E+02   0.221515E+01      0.475877E-13   0.220101E-14

                                   -0.111644E-13  -0.538873E-15      0.475877E-13   0.220101E-14      0.102026E-02   0.739110E-04

      0.00000    36415.91310        0.223741E+01   0.105080E+00     -0.103320E+02  -0.485242E+00     -0.112181E-13  -0.545442E-15

                                   -0.103320E+02  -0.485242E+00      0.477114E+02   0.224077E+01      0.478077E-13   0.222613E-14

                                   -0.112181E-13  -0.545442E-15      0.478077E-13   0.222613E-14      0.102758E-02   0.752548E-04

      0.00000    36456.24080        0.224791E+01   0.106303E+00     -0.103805E+02  -0.490888E+00     -0.112726E-13  -0.552139E-15

                                   -0.103805E+02  -0.490888E+00      0.479353E+02   0.226684E+01      0.480302E-13   0.225167E-14

                                   -0.112726E-13  -0.552139E-15      0.480302E-13   0.225167E-14      0.103503E-02   0.766389E-04

      0.00000    36496.56850        0.225853E+01   0.107547E+00     -0.104295E+02  -0.496634E+00     -0.113277E-13  -0.558966E-15

                                   -0.104295E+02  -0.496634E+00      0.481617E+02   0.229337E+01      0.482551E-13   0.227764E-14

                                   -0.113277E-13  -0.558966E-15      0.482551E-13   0.227764E-14      0.104262E-02   0.780651E-04

      0.00000    36536.89620        0.226927E+01   0.108813E+00     -0.104791E+02  -0.502482E+00     -0.113835E-13  -0.565927E-15

                                   -0.104791E+02  -0.502482E+00      0.483908E+02   0.232038E+01      0.484827E-13   0.230407E-14

                                   -0.113835E-13  -0.565927E-15      0.484827E-13   0.230407E-14      0.105035E-02   0.795354E-04

      0.00000    36577.22390        0.228014E+01   0.110102E+00     -0.105293E+02  -0.508434E+00     -0.114399E-13  -0.573025E-15

                                   -0.105293E+02  -0.508434E+00      0.486226E+02   0.234786E+01      0.487129E-13   0.233096E-14

                                   -0.114399E-13  -0.573025E-15      0.487129E-13   0.233096E-14      0.105822E-02   0.810515E-04

      0.00000    36617.55160        0.229114E+01   0.111415E+00     -0.105801E+02  -0.514494E+00     -0.114972E-13  -0.580267E-15

                                   -0.105801E+02  -0.514494E+00      0.488571E+02   0.237585E+01      0.489457E-13   0.235832E-14

                                   -0.114972E-13  -0.580267E-15      0.489457E-13   0.235832E-14      0.106624E-02   0.826158E-04

      0.00000    36657.87930        0.230226E+01   0.112751E+00     -0.106315E+02  -0.520664E+00     -0.115551E-13  -0.587656E-15

                                   -0.106315E+02  -0.520664E+00      0.490944E+02   0.240434E+01      0.491813E-13   0.238616E-14

                                   -0.115551E-13  -0.587656E-15      0.491813E-13   0.238616E-14      0.107440E-02   0.842302E-04

      0.00000    36698.20700        0.231352E+01   0.114111E+00     -0.106835E+02  -0.526948E+00     -0.116137E-13  -0.595196E-15

                                   -0.106835E+02  -0.526948E+00      0.493345E+02   0.243336E+01      0.494197E-13   0.241449E-14

                                   -0.116137E-13  -0.595196E-15      0.494197E-13   0.241449E-14      0.108273E-02   0.858973E-04

      0.00000    36738.53470        0.232492E+01   0.115497E+00     -0.107361E+02  -0.533347E+00     -0.116730E-13  -0.602892E-15

                                   -0.107361E+02  -0.533347E+00      0.495775E+02   0.246291E+01      0.496609E-13   0.244333E-14

                                   -0.116730E-13  -0.602892E-15      0.496609E-13   0.244333E-14      0.109121E-02   0.876195E-04

      0.00000    36778.86240        0.233645E+01   0.116909E+00     -0.107893E+02  -0.539866E+00     -0.117332E-13  -0.610748E-15

                                   -0.107893E+02  -0.539866E+00      0.498234E+02   0.249301E+01      0.499049E-13   0.247270E-14

                                   -0.117332E-13  -0.610748E-15      0.499049E-13   0.247270E-14      0.109986E-02   0.893994E-04

      0.00000    36819.19010        0.234812E+01   0.118347E+00     -0.108432E+02  -0.546506E+00     -0.117941E-13  -0.618771E-15

                                   -0.108432E+02  -0.546506E+00      0.500723E+02   0.252368E+01      0.501519E-13   0.250258E-14

                                   -0.117941E-13  -0.618771E-15      0.501519E-13   0.250258E-14      0.110868E-02   0.912399E-04
